Keyword,Category,SEA competition index,SEA Cost per click,Demand,month,year,Close,High,Low,Average,Max,Min
prix litre fuel domestique,Fioul - Price,0.09,0.33,70,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul le mans,Fioul - Generic,0.41,1.3,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
achat fuel domestique,Fioul - Transactional,0.58,1.71,90,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
augmentation fuel domestique,Fioul - Price,0.13,,140,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul rhone alpes,Fioul - Price,0.23,0.43,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul amiens,Fioul - Price,0.09,0.71,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
abonnement fioul,Fioul - Transactional,0.31,0.62,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe prix fioul,Fioul - Price,0.08,,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul domestique prix aujourd hui,Fioul - Price,0.27,0.89,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul basse normandie,Fioul - Price,0.19,0.36,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
evolution fuel,Fioul - Price,0.17,0.56,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
evolution tarif fioul,Fioul - Price,0.1,1.28,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul haute savoie,Fioul - Generic,0.3,0.31,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe du fioul,Fioul - Price,0.09,0.6,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul dijon,Fioul - Generic,0.27,0.31,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix fioul ordinaire,Fioul - Price,0.2,0.97,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tarifs du fioul domestique aujourd hui,Fioul - Price,0.27,0.77,50,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
chaudiere fioul a ventouse,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.6,170,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix litre fioul domestique,Fioul - Price,0.14,0.68,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix moyen fuel domestique,Fioul - Price,0.19,0.68,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
nettoyage d une cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.89,,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
comparatif prix fioul,Fioul - Low cost,0.59,0.57,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fuel domestique tarif,Fioul - Price,0.31,0.38,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix moyen fioul,Fioul - Price,0.24,0.62,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix actuel du fioul,Fioul - Price,0.24,0.23,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
acheter fioul domestique,Fioul - Transactional,0.66,0.82,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe prix fuel domestique,Fioul - Price,0.07,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix de fuel domestique,Fioul - Price,0.25,0.28,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tendance prix fuel domestique,Fioul - Price,0.2,0.57,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
commande de fuel,Fioul - Transactional,0.65,2.2,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul charente,Fioul - Generic,0.17,,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tarif fuel domestique aujourd hui,Fioul - Price,0.32,1.21,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
entretien cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.62,3.35,50,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul manche,Fioul - Generic,0.25,0.62,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tendance du prix du fioul domestique,Fioul - Price,0.22,0.12,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul nievre,Fioul - Price,0.31,0.37,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
meilleur prix fioul,Fioul - Low cost,0.83,0.95,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
cout fuel domestique,Fioul - Price,0.22,0.37,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tarif fioul domestique aujourd hui,Fioul - Price,0.23,0.44,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul colmar,Fioul - Generic,0.31,0.71,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul soissons,Fioul - Generic,0.13,0.15,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
le prix du fuel domestique aujourd hui,Fioul - Price,0.32,0.61,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul haute loire,Fioul - Generic,0.07,0.17,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul brest,Fioul - Generic,0.26,0.33,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
commander du fuel,Fioul - Transactional,0.65,1.35,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix moyen du fioul domestique,Fioul - Price,0.15,0.42,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe prix du fuel,Fioul - Price,0.07,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul saint junien,Fioul - Generic,0.05,0.33,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix fuel domestique aujourd hui,Fioul - Price,0.11,0.27,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
cours du prix du fioul,Fioul - Price,0.18,0.25,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul eure et loir,Fioul - Generic,0.08,0.95,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
aide pour le chauffage au fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.57,0.32,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul meuse,Fioul - Generic,0.24,0.18,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe prix fuel,Fioul - Price,0.04,0.25,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul castres,Fioul - Generic,0.26,0.26,50,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix moyen du fuel,Fioul - Price,0.08,0.11,30,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul le havre,Fioul - Generic,0.16,0.53,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul lyon,Fioul - Price,0.28,0.89,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tendance prix du fuel domestique,Fioul - Price,0.22,0.16,50,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul saumur,Fioul - Generic,0.22,0.82,20,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fuel prix tendance,Fioul - Price,0.31,1.75,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
livraison fioul pas cher,Fioul - Transactional,0.83,2.4,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe prix du fioul domestique,Fioul - Price,0.08,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
cout nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.5,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul crepy en valois,Fioul - Generic,0.27,1.11,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
le fuel le moins cher,Fioul - Low cost,0.7,0.31,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tendance du prix du fuel domestique,Fioul - Price,0.14,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul 2016,Fioul - Price,0.01,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
tendance prix du fioul domestique,Fioul - Price,0.21,0.15,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fuel ce jour,Fioul - Price,0.27,0.27,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
evolution prix du fuel domestique aujourd hui,Fioul - Price,0.08,0.41,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul nord pas de calais,Fioul - Generic,0.23,1.35,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe du prix du fuel domestique,Fioul - Price,0.17,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix fioul 2016,Fioul - Price,0.05,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
nettoyage de cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,0.81,40,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
evolution prix du fioul 2016,Fioul - Price,0.14,,50,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
commande de fioul en ligne,Fioul - Price,0.84,3.91,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
cours du fuel domestique ce jour,Fioul - Price,0.29,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
evolution fuel domestique,Fioul - Price,0.11,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul de qualité supérieure,Fioul - Generic,0.52,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fuel en ligne,Fioul - Generic,0.58,0.31,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fuel paiement plusieurs fois,Fioul - Transactional,0.24,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul morlaix,Fioul - Price,0.07,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
courbe prix du fuel domestique,Fioul - Price,0.11,,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
fioul contrexeville,Fioul - Generic,0.29,2.89,10,11,2017,62.80409090909091,64.65,60.0,8.136345057899911,22.400000000000034,-7.199999999999988
prix du fioul,Fioul - Price,0.21,0.41,49500,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul,Fioul - Generic,0.42,0.75,14800,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fioul,Fioul - Price,0.2,0.51,8100,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fuel,Fioul - Price,0.17,0.51,9900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul domestique,Fioul - Price,0.26,0.41,4400,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fuel,Fioul - Price,0.24,0.42,4400,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel,Fioul - Generic,0.22,0.91,6600,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fuel domestique,Fioul - Price,0.25,0.44,2900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul pas cher,Fioul - Low cost,0.81,1.11,5400,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul moins cher,Fioul - Low cost,0.76,1.01,3600,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fuel domestique,Fioul - Price,0.22,0.45,2400,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution prix du fioul,Fioul - Price,0.12,0.39,1000,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix fioul domestique,Fioul - Price,0.25,0.48,1900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul domestique,Fioul - Generic,0.45,1.0,2900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul prix,Fioul - Price,0.39,0.57,1900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fioul,Fioul - Price,0.11,0.21,1900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel domestique,Fioul - Generic,0.47,0.85,2400,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif fioul,Fioul - Price,0.31,0.35,1600,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel prix,Fioul - Price,0.41,0.53,1000,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel moins cher,Fioul - Low cost,0.61,0.59,1000,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
le prix du fioul,Fioul - Price,0.3,0.34,720,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
chauffage au fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.33,1300,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tendance prix fioul,Fioul - Price,0.32,0.48,880,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cuve a fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.66,1900,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif fuel,Fioul - Price,0.22,0.48,1000,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fuel,Fioul - Price,0.08,0.22,720,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du litre de fioul,Fioul - Price,0.14,0.27,880,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide au chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.47,0.48,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul alsace,Fioul - Price,0.11,0.72,720,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel pas cher,Fioul - Low cost,0.77,1.02,1300,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fioul domestique,Fioul - Price,0.16,0.41,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fuel domestique prix,Fioul - Price,0.38,0.64,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul en france,Fioul - Price,0.08,0.76,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution prix fioul,Fioul - Price,0.1,0.48,880,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul bas rhin,Fioul - Price,0.12,0.82,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul domestique prix,Fioul - Price,0.36,0.59,320,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.53,0.86,320,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul moselle,Fioul - Price,0.23,0.33,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif fuel domestique,Fioul - Price,0.28,0.42,480,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.73,1300,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
livraison fioul,Fioul - Transactional,0.52,1.51,880,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.82,2.04,720,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours du fuel domestique,Fioul - Price,0.17,0.53,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix litre fioul,Fioul - Price,0.08,0.34,480,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul domestique aujourd hui,Fioul - Price,0.19,0.56,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif fioul domestique,Fioul - Price,0.31,0.47,720,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif du fioul,Fioul - Price,0.39,0.38,320,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul domestique ce jour,Fioul - Price,0.17,0.54,720,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours fioul,Fioul - Price,0.12,0.26,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul le moins cher,Fioul - Low cost,0.81,0.79,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
achat fioul,Fioul - Transactional,0.72,1.68,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fuel aujourd hui,Fioul - Price,0.12,0.49,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
commande fioul,Fioul - Transactional,0.73,1.95,320,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tendance prix du fioul,Fioul - Price,0.25,0.59,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prime fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.31,1.12,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul bretagne,Fioul - Price,0.12,0.66,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul vosges,Fioul - Price,0.09,0.69,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul discount,Fioul - Low cost,0.45,0.59,590,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul aujourd hui,Fioul - Price,0.17,0.35,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
livraison fuel,Fioul - Transactional,0.43,0.87,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide chauffage fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.51,0.61,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul aveyron,Fioul - Price,0.2,0.31,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
court du fioul,Fioul - Price,0.15,0.28,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul haut rhin,Fioul - Price,0.12,0.57,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours fuel,Fioul - Price,0.11,0.25,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
le prix du fioul domestique,Fioul - Price,0.4,0.47,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fioul alsace,Fioul - Generic,0.29,0.79,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul manche,Fioul - Price,0.16,0.39,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
livraison de fioul,Fioul - Transactional,0.34,1.25,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
comparateur fioul,Fioul - Low cost,0.46,1.02,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix de fioul,Fioul - Price,0.39,0.57,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide pour le chauffage,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.61,0.69,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
quand acheter du fioul,Fioul - Transactional,0.44,0.82,10,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution du prix du fioul,Fioul - Price,0.13,0.38,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prixfioul,Fioul - Price,0.08,0.98,390,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul haute loire,Fioul - Price,0.09,0.81,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul loire,Fioul - Price,0.16,0.39,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul tarn,Fioul - Price,0.26,0.39,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul superieur,Fioul - Price,0.23,0.92,170,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul nord,Fioul - Price,0.1,0.18,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul vaucluse,Fioul - Price,0.3,0.36,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif du fuel domestique,Fioul - Price,0.32,0.42,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul oise,Fioul - Price,0.16,0.76,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours fuel domestique,Fioul - Price,0.18,0.59,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
tarif du fioul domestique,Fioul - Price,0.38,0.38,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
le fioul,Fioul - Generic,0.09,0.69,210,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
le prix du fuel,Fioul - Price,0.22,0.68,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
cours fioul domestique,Fioul - Price,0.16,0.7,50,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du litre de fioul domestique,Fioul - Price,0.18,0.45,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
aide fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.38,0.65,40,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
fonctionnement chaudiere fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.07,,260,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul calvados,Fioul - Price,0.33,0.76,70,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul pas de calais,Fioul - Price,0.13,0.73,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul gard,Fioul - Price,0.25,0.2,140,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
prix du fioul orne,Fioul - Price,0.19,0.19,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution prix du fuel,Fioul - Price,0.09,0.46,90,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
evolution prix fuel,Fioul - Price,0.11,0.35,110,12,2017,63.914210526315784,66.98,61.13,5.7894227758912775,19.100000000000023,-9.799999999999956
